Record Length,2.500000e+03,, -12.500000000000,   0.48800,
Sample Interval,1.000000e-02,, -12.490000000000,   0.44800,
Trigger Point,1.250000000000e+03,, -12.480000000000,   0.39200,
,,, -12.470000000000,   0.47200,
,,, -12.460000000000,   0.45600,
,,, -12.450000000000,   0.36800,
Source,CH2,, -12.440000000000,   0.47200,
Vertical Units,V,, -12.430000000000,   0.45600,
Vertical Scale,2.000000e-01,, -12.420000000000,   0.37600,
Vertical Offset,0.000000e+00,, -12.410000000000,   0.49600,
Horizontal Units,s,, -12.400000000000,   0.45600,
Horizontal Scale,2.500000e+00,, -12.390000000000,   0.40000,
Pt Fmt,Y,, -12.380000000000,   0.49600,
Yzero,0.000000e+00,, -12.370000000000,   0.44800,
Probe Atten,1.000000e+01,, -12.360000000000,   0.44000,
Model Number,TBS1022,, -12.350000000000,   0.48800,
Serial Number,C031739,, -12.340000000000,   0.48000,
Firmware Version,FV:v26.02,, -12.330000000000,   0.40000,
,,,-012.320000000000,   0.50400,
,,,-012.310000000000,   0.45600,
,,,-012.300000000000,   0.40800,
,,,-012.290000000000,   0.50400,
,,,-012.280000000000,   0.44800,
,,,-012.270000000000,   0.40000,
,,,-012.260000000000,   0.50400,
,,,-012.250000000000,   0.43200,
,,,-012.240000000000,   0.40000,
,,,-012.230000000000,   0.49600,
,,,-012.220000000000,   0.42400,
,,,-012.210000000000,   0.42400,
,,,-012.200000000000,   0.48000,
,,,-012.190000000000,   0.42400,
,,,-012.180000000000,   0.40800,
,,,-012.170000000000,   0.48000,
,,,-012.160000000000,   0.44000,
,,,-012.150000000000,   0.40000,
,,,-012.140000000000,   0.50400,
,,,-012.130000000000,   0.43200,
,,,-012.120000000000,   0.44800,
,,,-012.110000000000,   0.48800,
,,,-012.100000000000,   0.46400,
,,,-012.090000000000,   0.44000,
,,,-012.080000000000,   0.51200,
,,,-012.070000000000,   0.44000,
,,,-012.060000000000,   0.45600,
,,,-012.050000000000,   0.47200,
,,,-012.040000000000,   0.42400,
,,,-012.030000000000,   0.42400,
,,,-012.020000000000,   0.49600,
,,,-012.010000000000,   0.43200,
,,,-012.000000000000,   0.44000,
,,,-011.990000000000,   0.48800,
,,,-011.980000000000,   0.36800,
,,,-011.970000000000,   0.43200,
,,,-011.960000000000,   0.44000,
,,,-011.950000000000,   0.41600,
,,,-011.940000000000,   0.44000,
,,,-011.930000000000,   0.48800,
,,,-011.920000000000,   0.41600,
